File Name,Result,Confidence,Risk Level,Time
Audio_2.wav,REAL,78.7,MEDIUM 🟡,2026-03-17 14:44:43
Video_2.mp4,FAKE,57.8,LOW 🟢,2026-03-17 14:47:28
